client_product,iwd_product,article_number,combined_score
Cucina Nobile Steinofenpizza gekühlt sort.,"Cucina Nobile Mascarpone Frischkäse italienischer Art, 250 g",203659,0.671999990940094
Cucina Nobile Steinofenpizza gekühlt sort.,"CUCINA NOBILE Mozzarella Classic / Leicht, 125 g",202689,0.6520000100135803
Cucina Nobile Steinofenpizza gekühlt sort.,"CUCINA Prosciutto cotto, gekochter Hinterschinken, nach ital. Art, 200 g, PK",205855,0.6309999823570251
Cucina Nobile Steinofenpizza gekühlt sort.,GOURMET FINEST CUISINE Tiefsee-Scallops Fleisch der Kammmuschel,534877,0.5879999995231628
Cucina Nobile Pizzateig XXL,CUCINA NOBILE Fusilli 500 g,186755,0.7229999899864197
Cucina Nobile Pizzateig XXL,"CUCINA NOBILE Mozzarella Classic / Leicht, 125 g",202689,0.6880000233650208
Cucina Nobile Pizzateig XXL,"Cucina Prosciutto Crudo, Prosciutto Hauchfein, PK",490856,0.6710000038146973
Cucina Nobile Pizzateig XXL,"CUCINA NOBILE Parmigiano Reggiano DOP 24 Monate gereift, 200g",525473,0.6579999923706055
Cucina Nobile Pizzateig XXL,"Cucina Mozzarella Minis, Classic, 125 g",623345,0.6510000228881836
Cucina Nobile Pizzateig mit Tomatensauce,CUCINA NOBILE Pizzateig mit Tomatensauce 600 g,211994,0.8550000190734863
Cucina Nobile Pizzateig mit Tomatensauce,"Cucina Gnocchi-Vielfalt, verschiedene Sorten",560239,0.6620000004768372
Cucina Nobile Pizzateig mit Tomatensauce,"Rispentomaten Klasse: I, je kg, Ursprung: Niederlande, KGM",230745,0.597000002861023
Cucina Nobile Pizzateig mit Tomatensauce,"GOURMET FINEST CUISINE Gourmet Edle Trüffel Marc de Champagne, Eierlikör Schoko",341353,0.5680000185966492
Cucina Nobile Pizzateig mit Tomatensauce,GOURMET FINEST CUISINE Gegrillte Thunfischfilets in Olivenöl,533066,0.5649999976158142
Landfreude Maultaschen gerollt,"LANDFREUDE Maultaschen verschiedene Sorten, 360 g",213410,0.7630000114440918
Landfreude Maultaschen gerollt,"LANDFREUDE Maultaschen geschnitten, verschiedene Sorten, €5,97; €7,16/kg",210894,0.6990000009536743
Landfreude Maultaschen gerollt,LANDFRIEDE Reibekuchen Klassik oder Mini,211209,0.6660000085830688
Landfreude Maultaschen gerollt,LANDFREUDE Schwäbische Spätzle 500 g,194067,0.6639999747276306
Landfreude Maultaschen gerollt,LANDBECK Mini Kabanossi verschiedene Sorten,462869,0.6209999918937683
Gut Bio Bio Maultaschen sort.,"GUT BIO Bio-Antipasti, verschiedene Sorten",459212,0.824999988079071
Gut Bio Bio Maultaschen sort.,GUT BIO Bio- Knusperriegel verschiedene Sorten,548463,0.8180000185966492
Gut Bio Bio Maultaschen sort.,"GUT BIO Bio-Maultaschen Schwäbisch, Gemüse, 300 g",280648,0.8069999814033508
Gut Bio Bio Maultaschen sort.,Gut bio Bio-Gemüsesortiment versch. Sorten,584724,0.7710000276565552
Gut Bio Bio Maultaschen sort.,"Gut bio Bio-Gemüsesortiment, versch. Sorten",584753,0.7710000276565552
Landfreude Maultaschen sort. 300-/360g,"LANDFREUDE Maultaschen, gerollt 510 g",213129,0.871999979019165
Landfreude Maultaschen sort. 300-/360g,"LANDFREUDE Maultaschen verschiedene Sorten, 360 g",213410,0.8220000267028809
Landfreude Maultaschen sort. 300-/360g,LANDFREUDE Buabaspitzle 500 g,211926,0.7620000243186951
Landfreude Maultaschen sort. 300-/360g,LANDFREUDE Geschabte Spätzle 500 g,194552,0.7509999871253967
Landfreude Maultaschen sort. 300-/360g,LANDFREUDE Eierspätzle/ Schupfnudeln 500g,211588,0.7440000176429749
Landfreude Kartoffelknödel halb und halb,"LANDFREUDE Kartoffelknödel halb und halb, 309 g",194371,0.8989999890327454
Landfreude Kartoffelknödel halb und halb,"LANDFRIEDE Knödel im Kochbeutel Semmelknödel oder Kartoffelknödel, 200 g",263054,0.6740000247955322
Landfreude Kartoffelknödel halb und halb,"Speisezeit Kartoffel Knusper- taschen, verschiedene Sorten, 600 g",186680,0.6290000081062317
Landfreude Kartoffelknödel halb und halb,"SPEISEZEIT Kartoffelgerichte verschiedene Sorten, 400g",573579,0.6039999723434448
Landfreude Kartoffelknödel halb und halb,EINFACH REGIONAL Original Schwäbischer Kartoffelsalat 750 g,203642,0.5889999866485596
Landfreude Knödel Semmel-/Kartoffelknödel sort.,"LANDFRIEDE Knödel im Kochbeutel Semmelknödel oder Kartoffelknödel, 200 g",263054,0.75
Landfreude Knödel Semmel-/Kartoffelknödel sort.,"LANDFREUDE Kartoffelknödel halb und halb, 309 g",194371,0.7260000109672546
Landfreude Knödel Semmel-/Kartoffelknödel sort.,"Speisezeit Kartoffel Knusper- taschen, verschiedene Sorten, 600 g",186680,0.6520000100135803
Landfreude Knödel Semmel-/Kartoffelknödel sort.,"Süßkartoffeln, je kg, Ursprung: USA, KGM",230754,0.6190000176429749
Landfreude Knödel Semmel-/Kartoffelknödel sort.,"NATUR LIEBLINGE Speisefrühkartoffeln festkochend 1,5kg, Ursprung: s Etikett",570586,0.597000002861023
Landfreude Kartoffelpüree 345g,"LANDFREUDE Kartoffelpüree 3 x 115 g = 345 g, ergibt 3 x Portionen",194370,0.8019999861717224
Landfreude Kartoffelpüree 345g,LANDFREUDE Eierspätzle/ Schupfnudeln 500g,211588,0.7269999980926514
Landfreude Kartoffelpüree 345g,LANDFREUDE Buabaspitzle 500 g,211926,0.7149999737739563
Landfreude Kartoffelpüree 345g,"LANDFREUDE Maultaschen, gerollt 510 g",213129,0.6919999718666077
Landfreude Kartoffelpüree 345g,"LANDFRIEDE Frischei-Nudeln Zöpfli/Macronelli, 500 g",194213,0.6859999895095825
Speisezeit Kartoffelspezialitäten sort.,"SPEISEZEIT Kartoffelgerichte verschiedene Sorten, 400g",573579,0.7630000114440918
Speisezeit Kartoffelspezialitäten sort.,"Speisezeit Kartoffel Knusper- taschen, verschiedene Sorten, 600 g",186680,0.7419999837875366
Speisezeit Kartoffelspezialitäten sort.,"Kartoffelweckle Weizenkleingebäck mit 20% Kartoffelmehl, Stück",284708,0.6629999876022339
Speisezeit Kartoffelspezialitäten sort.,"NATUR LIEBLINGE Speisefrühkartoffeln festkochend 1,5kg, Ursprung: s Etikett",570586,0.6610000133514404
Speisezeit Kartoffelspezialitäten sort.,EINFACH REGIONAL Original Schwäbischer Kartoffelsalat 750 g,203642,0.6320000290870667
Landfreude Echt gewalzte Bandnudeln sort.,"LANDFRIEDE Gewalztee Bandnudeln, glattrigedelt",194462,0.8339999914169312
Landfreude Echt gewalzte Bandnudeln sort.,LANDFRIEDE Reibekuchen Klassik oder Mini,211209,0.6209999918937683
Landfreude Echt gewalzte Bandnudeln sort.,"LANDFREUDE Gabelspaghetti, 500g",561142,0.609000027179718
Landfreude Echt gewalzte Bandnudeln sort.,LANDBECK Mini Kabanossi verschiedene Sorten,462869,0.5809999704360962
Landfreude Echt gewalzte Bandnudeln sort.,"MENTOS Kaudragees verschiedene Sorten, PK",112115,0.5669999718666077
Landfreude Faden-Nester,LANDFRIEDE Reibekuchen Klassik oder Mini,211209,0.6710000038146973
Landfreude Faden-Nester,"LANDFREUDE Gabelspaghetti, 500g",561142,0.6600000262260437
Landfreude Faden-Nester,LANDBECK Mini Kabanossi verschiedene Sorten,462869,0.652999997138977
Landfreude Faden-Nester,LANDFREUDE Schwäbische Spätzle 500 g,194067,0.6370000243186951
Landfreude Faden-Nester,Landbeck Salami-Sortiment verschiedene Sorten,463461,0.6050000190734863
Bio Dinkel Nudeln sort.,Bio-Dinkelvollkorn-Krusti,596552,0.8199999928474426
Bio Dinkel Nudeln sort.,BIO Bio-Dinkelnudeln verschiedene Sorten,654576,0.8190000057220459
Bio Dinkel Nudeln sort.,BIO Tortelloni verschiedene Sorten,645969,0.7229999899864197
Bio Dinkel Nudeln sort.,BIO Bio Lachsspezialitäten verschiedene Sorten,618323,0.6980000138282776
Bio Dinkel Nudeln sort.,BIO Bio NL Apfelmus ungezuckert,605624,0.671999990940094
Speisezeit Spaghetti-Fertiggericht sort. 315-/400g,"Speisezeit Steam Cuisine Dampfgargerichte in versch. Sorten, 400 g",191753,0.7059999704360962
Speisezeit Spaghetti-Fertiggericht sort. 315-/400g,"SPEISEZEIT Snack-Sortiment Verschiedene Sorten 9,16/9,54€/kg",397645,0.6679999828338623
Speisezeit Spaghetti-Fertiggericht sort. 315-/400g,HOFBURGER Edamer / Tilsiter Scheiben 400g,554859,0.6240000128746033
Speisezeit Spaghetti-Fertiggericht sort. 315-/400g,Hofburger Käse-Snack 220/200g,202655,0.5950000286102295
Speisezeit Spaghetti-Fertiggericht sort. 315-/400g,Hofburger Emmentaler Käse am Stück 400 g,202667,0.5920000076293945
Asia Green Garden Vietnamesische Pho-Suppen sort.,"ASIA GREEN GARDEN Vietnamnesische Pho-Suppen verschiedene Sorten, 70g",284971,0.8759999871253967
Asia Green Garden Vietnamesische Pho-Suppen sort.,LE GUSTO Beutelsuppen Mix verschiedene Sorten,625325,0.6129999756813049
Asia Green Garden Vietnamesische Pho-Suppen sort.,GOURMET FINEST CUISINE Gegrillte Thunfischfilets in Olivenöl,533066,0.5289999842643738
Asia Green Garden Vietnamesische Pho-Suppen sort.,"NATUR LIEBLINGE Suppengemüse, 800g, Ursprung: S, Etikett",228793,0.5249999761581421
Asia Green Garden Vietnamesische Pho-Suppen sort.,SPEISEZEIT Gulaschsuppe 400 ml,191356,0.5090000033378601
Asia Green Garden Tasty Noodles sort. 75g,"ASIA GREEN GARDEN Tasty Noodles Sesame-Chicken-Taste, Sweet Chilli, 75 g",274876,0.7929999828338623
Asia Green Garden Tasty Noodles sort. 75g,"ASIA GREEN GARDEN, Asia Gemüse, verschiedene Sorten, 180 g Abtr.-Gew.",528881,0.7089999914169312
Asia Green Garden Tasty Noodles sort. 75g,"fürstenberg NATUR RADLER vom Ursprung der Donau Donaueschingen 0,5l",182420,0.5920000076293945
Asia Green Garden Tasty Noodles sort. 75g,"NUR NUR NATUR BIO-Das Pure Natur/Karotte/Walnuss, 300g",589935,0.5879999995231628
Asia Green Garden Tasty Noodles sort. 75g,"NATUR LIEBLINGE Speisezwiebeln gelb, Klasse: II, 1,5kg, Ursprung: Neuseeland",537014,0.5550000071525574
Asia Green Garden Instant Nudeln sort.,ASIA GREEN GARDEN Frühlingsrollen verschiedene Sorten,191608,0.7839999794960022
Asia Green Garden Instant Nudeln sort.,"ASIA GREEN GARDEN Asiatische Fertiggerichte verschiedene Sorten, 280g",503082,0.6800000071525574
Asia Green Garden Instant Nudeln sort.,"ASIA GREEN GARDEN, Asia Gemüse, verschiedene Sorten, 180 g Abtr.-Gew.",528881,0.671999990940094
Asia Green Garden Instant Nudeln sort.,"Rispentomaten Klasse: I, je kg, Ursprung: Niederlande, KGM",230745,0.5699999928474426
Asia Green Garden Instant Nudeln sort.,"NATUR LIEBLINGE Rispentomaten Klasse: I, 1kg, Ursprung: s Etikett, PK",309266,0.5429999828338623
Asia Green Garden Asiatische Fertiggerichte sort.,"ASIA GREEN GARDEN Asiatische Fertiggerichte verschiedene Sorten, 280g",503082,0.8610000014305115
Asia Green Garden Asiatische Fertiggerichte sort.,ASIA GREEN GARDEN Frühlingsrollen verschiedene Sorten,191608,0.722000002861023
Asia Green Garden Asiatische Fertiggerichte sort.,ASIA GREEN GARDEN Tropische Früchte verschiedene Sorten,625091,0.6710000038146973
Asia Green Garden Asiatische Fertiggerichte sort.,"PRATISCH FERTIG Asiatische Gerichte verschiedene Sorten, 400g",287398,0.6449999809265137
Asia Green Garden Asiatische Fertiggerichte sort.,"ASIA GREEN GARDEN, Asia Gemüse, verschiedene Sorten, 180 g Abtr.-Gew.",528881,0.6380000114440918
Asia Green Garden Udon Nudelgerichte sort.,ASIA GREEN GARDEN Frühlingsrollen verschiedene Sorten,191608,0.7250000238418579
Asia Green Garden Udon Nudelgerichte sort.,GARDENLINE Blumenerde Sortiment,622534,0.6660000085830688
Asia Green Garden Udon Nudelgerichte sort.,"ASIA GREEN GARDEN Tasty Noodles Sesame-Chicken-Taste, Sweet Chilli, 75 g",274876,0.6639999747276306
Asia Green Garden Udon Nudelgerichte sort.,"ASIA GREEN GARDEN, Asia Gemüse, verschiedene Sorten, 180 g Abtr.-Gew.",528881,0.6359999775886536
Asia Green Garden Udon Nudelgerichte sort.,"LYTTOS Fruchtjoghurt griechischer Art, verschiedene Sorten",202927,0.574999988079071
Asia Green Garden Ramen/Udon Nudeln sort.,ASIA GREEN GARDEN Frühlingsrollen verschiedene Sorten,191608,0.7940000295639038
Asia Green Garden Ramen/Udon Nudeln sort.,"ASIA GREEN GARDEN, Asia Gemüse, verschiedene Sorten, 180 g Abtr.-Gew.",528881,0.6909999847412109
Asia Green Garden Ramen/Udon Nudeln sort.,"ASIA GREEN GARDEN Asiatische Fertiggerichte verschiedene Sorten, 280g",503082,0.6460000276565552
Asia Green Garden Ramen/Udon Nudeln sort.,"LYTTOS Fruchtjoghurt griechischer Art, verschiedene Sorten",202927,0.6169999837875366
Asia Green Garden Ramen/Udon Nudeln sort.,GOURMET FINEST CUISINE Baby Ananas verschiedene Sorten,542551,0.578000009059906
Asia Green Garden Currypaste sort.,"ASIA GREEN GARDEN Kokosnussmilch klassisch oder fettreduziert, 400 ml",191455,0.5849999785423279
Asia Green Garden Currypaste sort.,"LYTTOS Griechische Oliven gefüllt mit Knoblauch oder Paprikapasta, 200 g Abtr.-Gew.",309264,0.5669999718666077
Asia Green Garden Currypaste sort.,"MILSANI Sahnepudding Schokolade / Vanillegeschmack, 200 g",202695,0.5239999890327454
Asia Green Garden Currypaste sort.,"GOURMET FINEST CUISINE Gourmet Edle Trüffel Marc de Champagne, Eierlikör Schoko",341353,0.492000013589859
Asia Green Garden Currypaste sort.,"GOURMET FINEST CUISINE Oliven Spezialitäten fruchtig 110g, exotisch 100g, zimtig 90g",504004,0.4740000069141388
Landfreude Gabelspaghetti,"LANDFREUDE Gabelspaghetti, 500g",561142,0.800000011920929
Landfreude Gabelspaghetti,LANDFRIEDE Reibekuchen Klassik oder Mini,211209,0.6790000200271606
Landfreude Gabelspaghetti,LANDBECK Mini Kabanossi verschiedene Sorten,462869,0.6060000061988831
Landfreude Gabelspaghetti,"LANDFRIEDE Gewalztee Bandnudeln, glattrigedelt",194462,0.5820000171661377
Landfreude Gabelspaghetti,LANDBECK Kabanos verschiedene Sorten,463379,0.5680000185966492
Landfreude Schwäbische Frischeinudeln sort.,LANDBECK Mini Kabanossi verschiedene Sorten,462869,0.6420000195503235
Landfreude Schwäbische Frischeinudeln sort.,LANDFRIEDE Reibekuchen Klassik oder Mini,211209,0.6340000033378601
Landfreude Schwäbische Frischeinudeln sort.,"MENTOS Kaudragees verschiedene Sorten, PK",112115,0.6100000143051147
Landfreude Schwäbische Frischeinudeln sort.,"LANDFREUDE Gabelspaghetti, 500g",561142,0.5950000286102295
Landfreude Schwäbische Frischeinudeln sort.,Landbeck Salami-Sortiment verschiedene Sorten,463461,0.5320000052452087
Landfreude Schwäbische Eierspätzle,LANDFREUDE Schwäbische Spätzle 500 g,194067,0.7820000052452087
Landfreude Schwäbische Eierspätzle,LANDFRIEDE Reibekuchen Klassik oder Mini,211209,0.6819999814033508
Landfreude Schwäbische Eierspätzle,"LANDFREUDE Gabelspaghetti, 500g",561142,0.640999972820282
Landfreude Schwäbische Eierspätzle,"LANDFREUDE Faden-Nester Suppennudeln mit frischen, Hühnereiern, 500 g",194368,0.6269999742507935
Landfreude Schwäbische Eierspätzle,LANDBECK Mini Kabanossi verschiedene Sorten,462869,0.6200000047683716
Landfreude Geschabte Spätzle,LANDFREUDE Geschabte Spätzle 500 g,194552,0.8050000071525574
Landfreude Geschabte Spätzle,LANDFREUDE Schwäbische Spätzle 500 g,194067,0.7490000128746033
Landfreude Geschabte Spätzle,"LANDFREUDE Gabelspaghetti, 500g",561142,0.7129999995231628
Landfreude Geschabte Spätzle,LANDFRIEDE Reibekuchen Klassik oder Mini,211209,0.6639999747276306
Landfreude Geschabte Spätzle,LANDBECK Mini Kabanossi verschiedene Sorten,462869,0.5540000200271606
Landfreude Bandnudeln 2 Ei,LANDFREUDE Bandnudeln 500 g,489111,0.878000020980835
Landfreude Bandnudeln 2 Ei,"LANDFREUDE Maultaschen, gerollt 510 g",213129,0.6890000104904175
Landfreude Bandnudeln 2 Ei,LANDFREUDE Eierspätzle/ Schupfnudeln 500g,211588,0.6729999780654907
Landfreude Bandnudeln 2 Ei,LANDFREUDE Buabaspitzle 500 g,211926,0.6679999828338623
Landfreude Bandnudeln 2 Ei,"LANDBECK Tyrolini verschiedene Sorten, je 90g",462976,0.5839999914169312
Cucina Nobile Tortelloni/ Gnocchi sort. 250-/500g,"CUCINA NOBILE Tortelloni/Gnocchi verschiedene Sorten, 500g, 250g",194345,0.8849999904632568
Cucina Nobile Tortelloni/ Gnocchi sort. 250-/500g,Cucina Nobile Penne 500 g,194361,0.8059999942779541
Cucina Nobile Tortelloni/ Gnocchi sort. 250-/500g,CUCINA NOBILE Fusilli 500 g,186755,0.7900000214576721
Cucina Nobile Tortelloni/ Gnocchi sort. 250-/500g,CUCINA NOBILE Mozzarella Maxi 400 g,203954,0.7789999842643738
Cucina Nobile Tortelloni/ Gnocchi sort. 250-/500g,CUCINA NOBILE Burrata 125g,486127,0.7459999918937683
My Vay Vegane Fleischalternativen sort.,My Vay Vegane Fleischalternative verschiedene Sorten,515050,0.921999990940094
My Vay Vegane Fleischalternativen sort.,Heinzelmann Fleischsalat 250g,294851,0.5820000171661377
My Vay Vegane Fleischalternativen sort.,"MEINE METZGEREI Hackfleisch gemischt aus Rind- und Schweinefleisch, 500 g",212308,0.5550000071525574
My Vay Vegane Fleischalternativen sort.,"MEINE METZGEREI Hackfleisch, gemischt aus Rind- und, Schweinefleisch, 800g",211027,0.5509999990463257
My Vay Vegane Fleischalternativen sort.,"GUT DREI EICHEN Schinkenfleischwurst 650 g, PK",202803,0.5379999876022339
Nur Nur Natur Emmernudeln sort.,CHOCEUR Gelee-Früchte verschiedene Sorten,604959,0.6549999713897705
Nur Nur Natur Emmernudeln sort.,"Gut drei Eichen Mini Teller, verschiedene Sorten, PK",203990,0.6489999890327454
Nur Nur Natur Emmernudeln sort.,Trauben dunkel kernlos,230685,0.6340000033378601
Nur Nur Natur Emmernudeln sort.,"MENTOS Kaudragees verschiedene Sorten, PK",112115,0.6299999952316284
Nur Nur Natur Emmernudeln sort.,TILLMAN'S Toasty Käse,648856,0.5680000185966492
Gut Bio Bio Gemüsepasta sort.,"GUT BIO Bio-Gemüse pasta verschiedene Sorten, 250 g",194302,0.8159999847412109
Gut Bio Bio Gemüsepasta sort.,GUT BIO Bio-Feta 200 g,202291,0.7620000243186951
Gut Bio Bio Gemüsepasta sort.,GUT BIO Bio-Buttergemüse 300g,564818,0.7609999775886536
Gut Bio Bio Gemüsepasta sort.,"GUT BIO Bio-Antipasti, verschiedene Sorten",459212,0.753000020980835
Gut Bio Bio Gemüsepasta sort.,GUT BIO Bio Oliven entsteint verschiedene Sorten,484535,0.7229999899864197
Gut Bio Bio Teigwaren sort.,"GUT BIO Bio-Antipasti, verschiedene Sorten",459212,0.8199999928474426
Gut Bio Bio Teigwaren sort.,GUT BIO Bio-Buttergemüse 300g,564818,0.7839999794960022
Gut Bio Bio Teigwaren sort.,GUT BIO Bio- Knusperriegel verschiedene Sorten,548463,0.7829999923706055
Gut Bio Bio Teigwaren sort.,GUT BIO Bio Oliven entsteint verschiedene Sorten,484535,0.7689999938011169
Gut Bio Bio Teigwaren sort.,GUT BIO Bio-Feta 200 g,202291,0.7609999775886536
Gut Bio Bio Fusilli/ Penne sort.,"GUT BIO Bio-Antipasti, verschiedene Sorten",459212,0.7789999842643738
Gut Bio Bio Fusilli/ Penne sort.,"GUT BIO Bio-Fusilli & Bio-Penne Hartweizen/Vollkornhartweizen, 500 g",194250,0.765999972820282
Gut Bio Bio Fusilli/ Penne sort.,GUT BIO Bio-Feta 200 g,202291,0.7649999856948853
Gut Bio Bio Fusilli/ Penne sort.,GUT BIO Bio- Knusperriegel verschiedene Sorten,548463,0.7580000162124634
Gut Bio Bio Fusilli/ Penne sort.,GUT BIO Bio-Buttergemüse 300g,564818,0.7179999947547913
Gut Bio Bio Spaghetti sort.,GUT BIO Bio- Knusperriegel verschiedene Sorten,548463,0.7670000195503235
Gut Bio Bio Spaghetti sort.,"GUT BIO Bio-Spaghetti Hartweizen, Vollkornhartweizen, 500 g",194632,0.7099999785423279
Gut Bio Bio Spaghetti sort.,"GUT BIO Frischkäse, verschiedene Sorten, 160g",481842,0.6970000267028809
Gut Bio Bio Spaghetti sort.,Gut bio Bio-Gemüsesortiment versch. Sorten,584724,0.6840000152587891
Gut Bio Bio Spaghetti sort.,"Gut bio Bio-Gemüsesortiment, versch. Sorten",584753,0.6840000152587891
Nur Nur Natur Bio Dinkel Spaghetti Naturland,"BIO Bio-Joghurt Natur, Naturland zertifiziert, 150 g",583298,0.6499999761581421
Nur Nur Natur Bio Dinkel Spaghetti Naturland,Bio-Dinkelvollkorn-Krusti,596552,0.6380000114440918
Nur Nur Natur Bio Dinkel Spaghetti Naturland,BIO Bio Antipasti verschiedene Sorten,490194,0.6290000081062317
Nur Nur Natur Bio Dinkel Spaghetti Naturland,"GUT BIO Bio-Käsestücke - Naturland zertifiziert- verschiedene Sorten, 200g",540971,0.621999979019165
Nur Nur Natur Bio Dinkel Spaghetti Naturland,BIO NATURLAND Bio-Rucola aus Deutschland 125g,577138,0.6039999723434448
Landfreude Dinkel Pasta sort.,LANDFREUDE Dinkel Pasta 500g,193952,0.8169999718666077
Landfreude Dinkel Pasta sort.,"LANDFRIEDE Knödel im Kochbeutel Semmelknödel oder Kartoffelknödel, 200 g",263054,0.5170000195503235
Landfreude Dinkel Pasta sort.,"LYTTOS Griechische Oliven gefüllt mit Knoblauch oder Paprikapasta, 200 g Abtr.-Gew.",309264,0.5070000290870667
Landfreude Dinkel Pasta sort.,DR. OETKER La Mia Grande Pizza Salame Picante,191691,0.503000020980835
Landfreude Dinkel Pasta sort.,"SPEISEZEIT Kartoffel Wedges Paprika/Mediterran, 750 g",191201,0.460999995470047
Cucina Nobile Pasta Variationen sort.,"Cucina Mobile Pasta Variationen farfalle/Macaroni, 1.000 g",186728,0.7459999918937683
Cucina Nobile Pasta Variationen sort.,"Cucina Nobile Pasta Spezialitäten, frisch, verschiedene Sorten, 400g",211237,0.7409999966621399
Cucina Nobile Pasta Variationen sort.,"Cucina Gnocchi-Vielfalt, verschiedene Sorten",560239,0.7120000123977661
Cucina Nobile Pasta Variationen sort.,GOURMET FINEST CUISINE Gegrillte Thunfischfilets in Olivenöl,533066,0.5830000042915344
Cucina Nobile Pasta Variationen sort.,GOURMET FINEST CUISINE Rinderrouladen in Sauce 500g,516605,0.5730000138282776
Cucina Nobile Lasagneblätter,"Süßkartoffeln, je kg, Ursprung: USA, KGM",230754,0.593999981880188
Cucina Nobile Lasagneblätter,GOURMET FINEST CUISINE Wurzelbrot Natur oder Walnuss,596740,0.593999981880188
Cucina Nobile Lasagneblätter,GOURMET FINEST CUISINE MSC Thunfisch mit Trüffel 160 g,522070,0.5789999961853027
Cucina Nobile Lasagneblätter,"KLEINE SCHÄTZE Speisekartoffeln Ursprung: E, kg, Ursprung: Drillinge, festkochend",228577,0.5690000057220459
Cucina Nobile Lasagneblätter,FAIR&GUT Hackfleisch vom Rind,550925,0.5410000085830688
Cucina Nobile Spaghetti 100% Hartweizen,"Cucina Prosciutto Crudo, Prosciutto Hauchfein, PK",490856,0.6579999923706055
Cucina Nobile Spaghetti 100% Hartweizen,"CUCINA Prosciutto cotto, gekochter Hinterschinken, nach ital. Art, 200 g, PK",205855,0.6169999837875366
Cucina Nobile Spaghetti 100% Hartweizen,GOURMET FINEST CUISINE Rehmedaillons / Wildschweinmedaillons 300g,605344,0.6140000224113464
Cucina Nobile Spaghetti 100% Hartweizen,GOURMET FINEST CUISINE Riesengarnelen mit Schale Mariniert 400 g/Natur 360 g,191765,0.6000000238418579
Cucina Nobile Spaghetti 100% Hartweizen,"GOURMET FINEST CUISINE Rehgulasch / Rehmedaillons 400g, 300g",521202,0.5730000138282776
Cucina Nobile Fusilli 100% Hartweizen,CUCINA NOBILE Fusilli 500 g,186755,0.8029999732971191
Cucina Nobile Fusilli 100% Hartweizen,"Cucina Nobile Mascarpone Frischkäse italienischer Art, 250 g",203659,0.6729999780654907
Cucina Nobile Fusilli 100% Hartweizen,"Cucina Prosciutto Crudo, Prosciutto Hauchfein, PK",490856,0.6700000166893005
Cucina Nobile Fusilli 100% Hartweizen,"CUCINA NOBILE Mozzarella Classic / Leicht, 125 g",202689,0.6669999957084656
Cucina Nobile Fusilli 100% Hartweizen,"Cucina Mozzarella Minis, Classic, 125 g",623345,0.6330000162124634
Cucina Nobile Penne 100% Hartweizen,CUCINA NOBILE Fusilli 500 g,186755,0.703000009059906
Cucina Nobile Penne 100% Hartweizen,"CUCINA NOBILE Parmigiano Reggiano DOP 24 Monate gereift, 200g",525473,0.6600000262260437
Cucina Nobile Penne 100% Hartweizen,"Cucina Mozzarella Minis, Classic, 125 g",623345,0.6359999775886536
Cucina Nobile Penne 100% Hartweizen,"Cucina Prosciutto Crudo, Prosciutto Hauchfein, PK",490856,0.6349999904632568
Cucina Nobile Penne 100% Hartweizen,"CUCINA Prosciutto cotto, gekochter Hinterschinken, nach ital. Art, 200 g, PK",205855,0.6060000061988831
Almare Thunfischsalat sort.,ALMARE SEAFOOD Mini-Pack Thunfisch verschiedene Sorten,454973,0.7229999899864197
Almare Thunfischsalat sort.,ALMARE Thunfisch Stückchen mit Gemüse 185 g,191907,0.7059999704360962
Almare Thunfischsalat sort.,ALMARE XXL Thunfisch 4er Pack verschiedene Sorten,263390,0.6800000071525574
Almare Thunfischsalat sort.,ALMARE SEAFOOD MSC Thunfisch in Dressing FANCY verschiedene Sorten,615707,0.6480000019073486
Almare Thunfischsalat sort.,GOURMET FINEST CUISINE MSC Thunfisch mit Trüffel 160 g,522070,0.5640000104904175
Almare Heringssalat sort.,"MENTOS Kaudragees verschiedene Sorten, PK",112115,0.6269999742507935
Almare Heringssalat sort.,"GUTFRIED Junior verschiedene Sorten, PK",204078,0.625
Almare Heringssalat sort.,"Gut drei Eichen Mini Teller, verschiedene Sorten, PK",203990,0.5849999785423279
Almare Heringssalat sort.,TILLMAN'S Toasty Käse,648856,0.5350000262260437
Almare Heringssalat sort.,Obstknoten- beutel,212268,0.4939999878406525
Lyttos Gefüllte Weinblätter sort.,Lyttos Gefüllte Weinblätter 200g,275946,0.8730000257492065
Lyttos Gefüllte Weinblätter sort.,Le Gusto Klare Brühe im Glas verschiedene Sorten,623334,0.5870000123977661
Lyttos Gefüllte Weinblätter sort.,"GOURMET FINEST CUISINE Gourmet Edle Trüffel Marc de Champagne, Eierlikör Schoko",341353,0.5220000147819519
Lyttos Gefüllte Weinblätter sort.,"KARLS KRONE Alkoholfreies Weißbier 0,5l",266829,0.492000013589859
Lyttos Gefüllte Weinblätter sort.,"MILSANI Sahnepudding Schokolade / Vanillegeschmack, 200 g",202695,0.4280000030994415
Bio Vegane Eintöpfe/Suppe sort.,"Bio PNL intern. Rohschinkensortiment Prosciutto Crudo, Savoyer Schinken, 60 g, PK",562331,0.5910000205039978
Bio Vegane Eintöpfe/Suppe sort.,"VALENSINA Einfach Schorle, Apfel-Zitrone, Apfel-Kirsche, BO",657328,0.5690000057220459
Bio Vegane Eintöpfe/Suppe sort.,Cucina Südtiroler Schinkenspeck 100g,593586,0.5289999842643738
Bio Vegane Eintöpfe/Suppe sort.,ALMARE SEAFOOD MSC Thunfischfilets Premium in Bio-Sonnenblumenöl o. Natur,522080,0.5270000100135803
